Tangra v3.7.0.5
Measurments of 4 objects
D:\SharpCap Captures\(75975) 2000 CD121\2025-12-04\Light\08_48_48Z_.adv
Asteroidal Video (ADV2.16), Time: Timestamp Saving During Recording


Reversed Gamma, Colour, Measured Band, Integration, Digital Filter, Signal Method, Background Method, Instrumental Delay Corrections, Camera, AAV Integration, First Frame, Last Frame, Reversed Camera Response, Video File Format, Acquisition Delay (ms)
1.00,no,Red,no,NoFilter,AperturePhotometry,AverageBackground,Not Required,asi462mm,,7,1383,,ADV,8.0

Object, Type, Aperture, Tolerance, FWHM, Measured, StartingX, StartingY, Fixed
1,OccultedStar,3.09,4.78,2.33,yes,141.7,253.0,no
2,GuidingStar,3.09,,2.32,yes,105.9,276.7,no
3,GuidingStar,3.09,,2.37,yes,165.0,142.9,no
4,GuidingStar,3.09,,2.32,yes,365.9,244.6,no


FrameNo,Time (UT),Signal (1), Background (1),Signal (2), Background (2),Signal (3), Background (3),Signal (4), Background (4)
735,[08:49:32.354],79366,46101,106990,44523,106230,45520,156080,41105
736,[08:49:32.414],88143,43309,95503,46669,108520,45990,152230,47049
737,[08:49:32.475],99832,45320,109750,48086,102250,43624,178660,41169
738,[08:49:32.534],86021,46796,106720,45700,107370,44140,144080,43799
739,[08:49:32.594],84054,43053,96926,44279,112930,47078,172100,45412
740,[08:49:32.654],84027,41443,112200,46848,107010,44201,180600,44697
741,[08:49:32.714],91184,45085,112990,45449,105520,46027,161890,46163
742,[08:49:32.774],88064,43697,109030,44985,100320,45643,153450,44148
743,[08:49:32.834],95200,44588,104740,43914,93890,45917,181740,42981
744,[08:49:32.894],80291,40330,104030,44103,107830,45156,161340,45393
745,[08:49:32.954],74164,45187,105490,43711,100420,45230,146770,42507
746,[08:49:33.014],82264,41116,99263,42777,98836,45659,164640,42198
747,[08:49:33.074],81457,42745,104110,39635,99836,44327,165680,44787
748,[08:49:33.134],85440,42843,110890,43028,109890,46910,167510,45710
749,[08:49:33.194],82550,42829,94767,45064,100510,46731,157340,45679
750,[08:49:33.255],86669,44129,103840,44964,93262,46612,170180,44045
751,[08:49:33.314],88980,43469,106600,44704,99039,45840,161490,44588
752,[08:49:33.374],95250,41685,98372,45815,112350,45996,164500,43108
753,[08:49:33.434],91402,46099,100930,44519,99638,46360,169840,44890
754,[08:49:33.494],93711,41999,101420,39089,104200,47619,145660,44398
755,[08:49:33.554],80370,41846,113000,46682,116460,45283,177160,43721
756,[08:49:33.614],76343,43852,103400,44511,100300,43974,161780,44195
757,[08:49:33.675],82740,43940,108440,43232,109570,46406,163920,41407
758,[08:49:33.734],89036,44811,99255,44359,109350,43715,169220,46929
759,[08:49:33.794],87248,44354,94391,43896,104780,45243,160940,43687
760,[08:49:33.855],87271,45706,102960,42768,105520,45664,172770,44267
761,[08:49:33.915],87545,40258,102770,46097,102640,45801,154540,45390
762,[08:49:33.975],85312,46019,101700,46531,106030,45940,159090,45328
763,[08:49:34.036],83442,45911,96830,43514,107600,43108,156420,45042
764,[08:49:34.094],88938,45706,103410,45005,114750,46242,165150,43413
765,[08:49:34.155],84984,43577,100670,47791,103070,46255,180010,42515
766,[08:49:34.214],85680,47148,94098,45540,106700,44593,156050,44882
767,[08:49:34.275],81272,46191,103640,45890,98646,45801,152720,44817
768,[08:49:34.335],82223,43871,103170,44405,106450,46285,174130,42693
769,[08:49:34.394],82480,45446,91877,44809,93408,44301,146810,43042
770,[08:49:34.454],80129,44017,107380,44483,102160,43473,154150,44740
771,[08:49:34.514],77881,44903,98860,42840,100970,41677,178540,42403
772,[08:49:34.574],86340,43028,95568,43668,102530,43447,157420,45850
773,[08:49:34.635],90577,44692,102400,40742,88707,36533,159370,42062
774,[08:49:34.695],77518,44983,90414,44833,96589,44952,161410,43049
775,[08:49:34.755],83566,46098,103460,45690,102290,44495,153700,43950
776,[08:49:34.815],82984,45431,103270,46421,105170,45251,162220,46049
777,[08:49:34.875],80324,45072,96562,43611,101610,47746,162400,42000
778,[08:49:34.935],81529,41154,92550,42936,103500,45425,145600,45682
779,[08:49:34.994],79422,44785,107730,46340,102370,43273,147540,38722
780,[08:49:35.055],74970,44570,97170,45663,96505,45904,166960,46030
781,[08:49:35.115],80316,43576,101260,45996,103350,44251,156470,41068
782,[08:49:35.175],81836,44997,103340,43758,95629,44630,163240,43373
783,[08:49:35.235],80881,40888,106690,44418,108050,47932,157030,43822
784,[08:49:35.295],84648,44203,100900,40669,110150,47469,162450,43106
785,[08:49:35.355],77059,38537,105850,44448,106820,46113,155430,42964
786,[08:49:35.415],79858,45504,91338,46675,103530,46251,157140,45116
787,[08:49:35.475],82269,39607,97568,44132,116040,46215,171420,42239
788,[08:49:35.535],80859,43687,100910,39548,104770,45274,169870,43570
789,[08:49:35.595],103420,41383,102650,43805,111040,45483,158430,45452
790,[08:49:35.655],80083,42691,101830,44099,112090,43967,155090,43968
791,[08:49:35.715],86162,42002,100860,46354,104690,44375,141850,43486
792,[08:49:35.775],89647,43495,104630,46288,113530,45591,155010,43364
793,[08:49:35.835],80596,44116,95226,47111,116210,46067,163050,43841
794,[08:49:35.895],77196,46311,102700,43461,95064,45672,157800,43844
795,[08:49:35.955],80828,40109,105720,47554,93585,43657,164040,43981
796,[08:49:36.015],85909,44130,94214,38584,117250,44781,162140,41118
797,[08:49:36.075],80557,45210,103600,46096,104040,44763,160720,45523
798,[08:49:36.135],86742,43409,92162,45892,103960,46002,170920,43573
799,[08:49:36.195],83654,44614,104150,41837,95965,44788,157650,45019
800,[08:49:36.255],85853,45209,103250,43654,110470,45632,156720,45084
801,[08:49:36.315],91319,42442,100810,44494,113750,46616,174900,43620
802,[08:49:36.375],94156,42205,90192,42582,117730,44630,162530,43483
803,[08:49:36.435],84893,43957,107120,42435,101270,46325,156580,46441
804,[08:49:36.495],87942,45234,98732,45236,106950,44434,171160,42863
805,[08:49:36.555],89028,43502,93919,43136,96999,44696,159010,45357
806,[08:49:36.615],89799,46306,101370,44792,99149,46475,170460,40881
807,[08:49:36.675],78503,45676,99753,43131,103790,47599,160150,42506
808,[08:49:36.737],84552,42987,100030,43899,103980,47771,177430,41726
809,[08:49:36.795],82424,42858,97808,44461,114490,47536,157950,45094
810,[08:49:36.855],98137,45787,103400,44315,104220,44141,154090,43554
811,[08:49:36.915],91606,41353,99730,41958,108480,46069,168380,42700
812,[08:49:36.975],77195,38560,101880,46807,98025,44195,158210,45339
813,[08:49:37.036],75598,40250,99604,45582,108340,45351,173680,45518
814,[08:49:37.095],84790,44584,97016,42803,102390,44227,161270,44997
815,[08:49:37.155],91287,43188,109160,45254,109360,43163,173090,45211
816,[08:49:37.215],88967,44316,108710,45954,106110,44294,163540,43142
817,[08:49:37.275],85851,44952,102820,47044,109590,42930,156850,44526
818,[08:49:37.335],80249,46958,106150,45901,109160,44446,165400,44070
819,[08:49:37.395],79676,44956,113060,42174,115350,42211,158930,44018
820,[08:49:37.455],77101,43913,110240,44865,94144,47756,154310,39673
821,[08:49:37.515],84904,43303,99588,45075,95177,45347,150100,42591
822,[08:49:37.575],84696,45205,97696,43243,107020,43250,169350,44884
823,[08:49:37.635],83705,43224,93293,45044,109240,44118,170310,44605
824,[08:49:37.695],73235,43265,95697,43350,107040,44791,164120,46877
825,[08:49:37.755],88106,46358,92986,42587,100970,46428,173980,42946
826,[08:49:37.815],71238,42784,104980,45506,102570,46571,151740,44336
827,[08:49:37.875],74546,44573,101370,45583,105510,43046,166400,44340
828,[08:49:37.935],87807,44177,100790,46844,99611,43164,164570,44916
829,[08:49:37.995],84037,46458,99621,46158,93336,45865,163320,44053
830,[08:49:38.055],78937,45209,109600,44931,111280,47045,173860,46167
831,[08:49:38.115],86394,40820,106800,39246,108570,45750,163590,44103
832,[08:49:38.175],91370,44627,100220,43982,110890,45527,150860,43667
833,[08:49:38.235],88602,41140,91713,45892,102270,43017,173640,43708
834,[08:49:38.298],84505,39886,100430,42715,108870,44585,157900,47315
835,[08:49:38.355],84349,43535,106170,45891,96429,44964,162700,45987
836,[08:49:38.415],86929,39134,96183,44891,119450,44574,158840,44735
837,[08:49:38.476],84088,43155,106260,41318,98552,44094,177320,44189
838,[08:49:38.536],73958,41335,95492,46340,109320,47257,157810,43983
839,[08:49:38.596],76314,45208,109030,46452,100890,43975,171550,43785
840,[08:49:38.655],95735,44967,94802,45589,104390,40801,157590,43007
841,[08:49:38.715],86056,44576,90307,45736,103330,46388,153640,41385
842,[08:49:38.775],87133,45829,100440,44866,97627,46150,179390,44169
843,[08:49:38.835],87244,39853,100970,44080,114710,45357,164780,43906
844,[08:49:38.895],83625,47332,102930,44153,108390,43252,164990,42722
845,[08:49:38.955],89693,45077,101570,46231,101520,43040,180870,43063
846,[08:49:39.015],84774,46708,95157,42170,97678,46169,177150,45350
847,[08:49:39.075],91219,43579,105250,45253,102320,39423,150580,43637
848,[08:49:39.135],84687,42241,105270,44517,118270,41698,168230,46076
849,[08:49:39.195],90533,43344,100920,43445,101120,46062,151830,45612
850,[08:49:39.255],80339,44969,115710,45142,108000,45952,168570,43946
851,[08:49:39.316],90482,46223,98184,44180,89926,46260,166630,43401
852,[08:49:39.376],79350,46129,106570,37732,106510,44878,164150,44242
853,[08:49:39.436],73853,42724,101960,44190,111690,44910,160650,42858
854,[08:49:39.495],89096,44200,90480,42709,107370,45480,168810,44205
855,[08:49:39.555],80447,42237,108260,44251,103180,45882,154550,38324
856,[08:49:39.615],86615,45313,105130,45490,106960,45621,167600,42497
857,[08:49:39.676],79844,45388,105980,43918,104550,44533,158070,42117
858,[08:49:39.735],81687,44932,104830,44662,94726,43521,156750,45857
859,[08:49:39.796],91676,41668,105960,43622,106620,45712,183610,41757
860,[08:49:39.855],75717,45550,105700,43784,96610,45074,160930,41565
861,[08:49:39.921],86912,45319,112960,42534,102280,43050,164100,44591
862,[08:49:39.976],83041,44547,101680,42931,111240,47150,167800,43428
863,[08:49:40.037],80279,43840,94998,42461,102200,43476,165880,43119
864,[08:49:40.096],78586,41511,103300,45572,92373,42697,165890,43038
865,[08:49:40.156],82702,43501,102090,40918,107030,44698,179730,45944
866,[08:49:40.215],91021,38602,99743,43038,99220,45640,164570,44175
867,[08:49:40.275],84276,43631,102530,46457,95858,44801,156940,44430
868,[08:49:40.335],83188,45475,104860,46605,95220,45754,156540,45358
869,[08:49:40.396],85338,45421,104110,48535,108310,45513,157600,42725
870,[08:49:40.456],87157,43112,104810,45281,114460,46637,172620,44677
871,[08:49:40.516],82154,43746,104730,43686,108350,45721,154880,43982
872,[08:49:40.576],91866,44892,111250,45405,98110,44725,154230,43975
873,[08:49:40.636],89571,43737,106600,40818,102090,43413,170390,41304
874,[08:49:40.696],85890,44049,94134,45706,97169,44832,179490,37380
875,[08:49:40.756],86003,44886,108360,44356,115510,46602,168430,41744
876,[08:49:40.816],82646,44875,116550,45709,100870,45520,175240,44323
877,[08:49:40.876],87076,42629,102230,44079,101970,43924,155250,46396
878,[08:49:40.936],88836,42491,114880,43034,100910,44938,151570,43236
879,[08:49:40.996],85480,43844,97955,44612,99663,44634,182890,42134
880,[08:49:41.056],87599,43045,110700,43300,96638,45735,151200,42487
881,[08:49:41.116],83327,37781,106160,45529,102920,43572,149720,45500
882,[08:49:41.176],92340,44779,104120,44372,99876,43949,165910,43601
883,[08:49:41.236],83833,45115,108250,46369,106230,46595,175870,44320
884,[08:49:41.296],94120,43228,101060,43514,105450,45319,175540,43727
885,[08:49:41.356],87204,46970,94636,41209,113930,43782,173610,41910
886,[08:49:41.416],82730,42319,104070,45387,104760,46684,154450,44288
887,[08:49:41.476],78734,43562,112920,47438,97084,41251,158860,42828
888,[08:49:41.536],75346,45436,98249,46593,98818,42810,152390,41606
889,[08:49:41.596],84876,44778,107220,44675,102250,43924,163750,45607
890,[08:49:41.656],87088,46429,105630,43435,104040,44905,168780,39311
891,[08:49:41.716],86360,44037,102930,41626,102210,43143,173070,45852
892,[08:49:41.776],79515,45444,98735,45804,102120,47509,169610,42852
893,[08:49:41.836],85675,44665,112940,42240,111060,45810,161860,44667
894,[08:49:41.896],79554,43440,113330,43862,105900,46224,164260,43093
895,[08:49:41.956],76899,44585,107970,45625,101900,43185,166420,41479
896,[08:49:42.016],90742,44168,100750,43435,102980,46644,164960,42811
897,[08:49:42.076],83618,45005,104990,42584,101640,44341,165360,40634
898,[08:49:42.136],82029,43105,109520,44544,100500,40222,169860,37332
899,[08:49:42.196],76801,39694,109620,43989,109030,44473,168430,44155
900,[08:49:42.256],87319,44836,101150,46346,107950,43160,164110,44294
901,[08:49:42.319],82344,47183,103140,42673,97992,46419,178900,47629
902,[08:49:42.376],85108,43855,102080,45335,99016,44124,169200,43523
903,[08:49:42.436],85864,43915,94240,43606,104490,47086,172450,44962
904,[08:49:42.496],85924,45417,97978,42501,102530,40265,170200,44211
905,[08:49:42.556],82331,43518,112670,45955,105110,44501,185940,43945
906,[08:49:42.616],77798,42764,97643,44668,103960,44250,156820,43624
907,[08:49:42.676],73854,45353,110920,45875,121080,43108,133950,47126
908,[08:49:42.736],82986,43564,98938,45520,107710,45537,150950,45701
909,[08:49:42.796],88328,44445,105030,40931,102390,45970,160460,43428
910,[08:49:42.856],94146,42623,99093,43411,110030,44531,165130,46054
911,[08:49:42.916],84489,46188,104200,43797,111450,47995,171670,45708
912,[08:49:42.976],91211,44308,105700,45674,115100,45537,175960,43149
913,[08:49:43.036],79745,40990,102390,45070,104430,46112,171520,44328
914,[08:49:43.096],84254,43184,105560,41789,100020,42283,166910,41422
915,[08:49:43.156],80968,44004,104100,44822,107850,44786,168090,41470
916,[08:49:43.216],78705,44846,107800,42782,110840,46667,157470,42721
917,[08:49:43.276],91634,45871,108400,45550,102620,43672,148930,46321
918,[08:49:43.336],83662,45444,105690,43785,107300,45886,170670,45555
919,[08:49:43.396],91788,43438,99183,43649,109070,44186,157370,45170
920,[08:49:43.456],86609,43611,101800,44020,104980,44529,158840,42363
921,[08:49:43.516],94108,42074,105500,43445,107320,47480,159140,44210
922,[08:49:43.576],85113,41964,96126,44526,102360,45395,155920,44557
923,[08:49:43.636],92541,43374,99380,45884,103830,46142,158370,45609
924,[08:49:43.696],77184,39967,108140,44742,114680,43325,145160,43911
925,[08:49:43.756],88890,43229,102680,42842,101590,43931,155580,39686
926,[08:49:43.816],87010,46103,101780,42030,109400,45122,165600,43675
927,[08:49:43.876],76666,43706,99543,45500,111510,44387,154020,43611
928,[08:49:43.936],81392,44991,104530,45537,113460,44070,159570,42972
929,[08:49:43.996],77979,45737,106900,39405,99756,43006,156980,45671
930,[08:49:44.056],83721,45522,102670,44011,106640,44668,152480,45614
931,[08:49:44.116],84114,45457,113400,45528,99460,45574,160310,43438
932,[08:49:44.176],92972,45154,112990,42097,102290,44659,161680,45914
933,[08:49:44.236],85458,43558,107040,43529,105420,45003,168130,46880
934,[08:49:44.296],83551,43107,98073,46087,105770,46607,159620,41603
935,[08:49:44.356],91943,44441,94048,44924,94725,42147,164550,44114
936,[08:49:44.417],78210,44876,97436,45000,105010,42626,174550,38472
937,[08:49:44.476],84376,37704,112100,41286,107850,44750,158290,44072
938,[08:49:44.536],88435,44131,109370,44715,103080,43315,153340,42619
939,[08:49:44.596],79831,44392,93482,45693,101270,41337,167720,44800
940,[08:49:44.656],90458,44343,104530,43329,101700,44076,156060,44190
941,[08:49:44.716],74974,42203,93586,45076,97476,45089,159110,41812
942,[08:49:44.776],79361,43802,98773,44070,95800,44785,166400,37906
943,[08:49:44.836],84323,44231,106350,44754,106340,45997,158050,43924
944,[08:49:44.896],85718,41700,101330,45418,99880,44736,153690,44572
945,[08:49:44.956],95981,46532,98131,44271,91138,45250,163930,42099
946,[08:49:45.016],83228,43799,115710,42344,106610,39158,154510,41917
947,[08:49:45.076],94497,43943,96092,42902,100350,43727,160350,45830
948,[08:49:45.136],86735,44725,108740,44520,106260,45514,157100,45512
949,[08:49:45.196],86078,44003,101740,48186,111510,43504,164370,43916
950,[08:49:45.256],85487,44827,103000,45575,106930,44023,164280,44799
951,[08:49:45.317],72904,40254,99526,44172,94171,44147,158090,44640
952,[08:49:45.377],80138,42695,96888,44464,111330,44400,160320,42982
953,[08:49:45.436],80491,41256,103000,44774,106000,40692,179970,44354
954,[08:49:45.497],81308,43013,99782,44983,117250,44412,157530,40527
955,[08:49:45.556],85516,43321,106080,44514,102610,44320,171320,43869
956,[08:49:45.617],85745,41976,95437,44783,104180,45385,154960,45603
957,[08:49:45.676],88394,45784,96221,41023,113640,44734,175180,43904
958,[08:49:45.736],82421,43024,115370,44084,93786,44824,165350,43007
959,[08:49:45.797],88076,40796,104140,43932,101250,47166,151030,42055
960,[08:49:45.856],85606,44843,102260,44757,108880,44926,162770,44508
961,[08:49:45.917],84850,44570,99656,45152,111160,43882,160870,43683
962,[08:49:45.976],83232,42878,108540,44353,100750,42389,164070,44157
963,[08:49:46.037],81175,44689,90524,44586,104310,39592,167110,37322
964,[08:49:46.097],78778,43771,97663,46484,99993,45317,166890,43931
965,[08:49:46.157],82248,40283,107670,46771,102290,43731,164330,44101
966,[08:49:46.216],87618,44303,110170,44505,114980,43222,154040,42017
967,[08:49:46.277],80337,43759,98516,46215,104410,44369,144760,43629
968,[08:49:46.337],76666,40856,94953,43211,116240,41772,164110,45245
969,[08:49:46.397],89297,45195,103360,44286,101900,42605,154900,41341
970,[08:49:46.457],90118,41792,101370,45462,104720,41775,153770,44211
971,[08:49:46.517],84908,41869,113760,44598,99364,42206,159850,43625
972,[08:49:46.577],88706,43012,105030,45621,110340,44428,166280,43697
973,[08:49:46.641],89495,44424,103400,42730,100530,47038,156050,43017
974,[08:49:46.697],74908,44059,100300,42606,101830,42492,157650,43014
975,[08:49:46.757],83817,44318,91267,44753,108160,43627,160780,43889
976,[08:49:46.818],81109,39554,103020,45608,111160,42031,169420,43364
977,[08:49:46.877],80954,45620,97346,44587,93062,46160,162440,43084
978,[08:49:46.937],85048,44187,98974,43892,110910,42028,155320,44816
979,[08:49:46.997],88084,44514,105690,43161,111170,43750,158990,40613
980,[08:49:47.057],86340,42717,101800,45935,103340,44475,159240,43379
981,[08:49:47.117],92446,44502,100280,45911,98586,46087,153620,42077
982,[08:49:47.177],78973,43873,97920,45399,93912,46495,170130,42679
983,[08:49:47.237],88235,43264,102980,45996,108680,44212,175060,41539
984,[08:49:47.297],76789,45512,98690,42397,96555,44387,156560,43919
985,[08:49:47.357],83708,46162,103920,44644,102760,43663,164970,44110
986,[08:49:47.417],78891,43573,95102,45400,110720,46191,165020,44778
987,[08:49:47.477],81231,46165,92022,43824,105100,44324,155420,43095
988,[08:49:47.537],73302,42110,102210,47242,106470,44747,157660,42835
989,[08:49:47.597],83288,41900,103970,39083,108840,46857,162230,37694
990,[08:49:47.657],80658,43596,100800,46474,113400,44185,150210,44646
991,[08:49:47.717],84808,43978,99052,46474,112800,42553,168980,42193
992,[08:49:47.777],83797,44225,99490,45343,102920,38806,155710,43729
993,[08:49:47.837],79384,45391,104040,43919,95911,46598,166080,43804
994,[08:49:47.897],76482,44490,104970,43689,105620,43993,180630,42901
995,[08:49:47.957],82456,43316,93532,45458,96528,43849,162890,43733
996,[08:49:48.017],93588,46299,105350,40727,95670,45954,165240,47205
997,[08:49:48.077],89163,37680,95478,46372,113110,46104,162690,42187
998,[08:49:48.137],86929,44626,109100,46800,92181,44200,155570,43473
999,[08:49:48.197],77807,45617,95244,40744,97182,46480,175230,44451
1000,[08:49:48.257],81442,46609,99548,44119,115000,47284,153440,41825
1001,[08:49:48.317],91853,40383,93467,42690,106630,44789,157240,44404
1002,[08:49:48.377],82062,42631,98649,45459,96017,45286,164140,41662
1003,[08:49:48.437],86478,45018,100680,45797,111960,44655,156850,41639
1004,[08:49:48.497],72077,44861,111900,46744,104580,44026,162600,42818
1005,[08:49:48.557],88729,43084,103440,45645,104920,42683,143770,42640
1006,[08:49:48.617],82372,44001,113300,39697,96169,46625,164440,36592
1007,[08:49:48.677],88106,43037,108430,45646,112500,43032,149790,42061
1008,[08:49:48.737],80003,44093,100130,46278,109010,45080,154180,45087
1009,[08:49:48.797],86266,43376,105710,41250,99280,43563,140210,43976
1010,[08:49:48.857],81896,45649,92750,45607,107620,43045,166240,44477
1011,[08:49:48.917],89592,45622,109060,45067,102630,43984,157950,45450
1012,[08:49:48.977],91147,42211,105460,47180,114730,48304,165940,44295
1013,[08:49:49.037],80100,45587,102230,45105,112170,44845,165290,41872
1014,[08:49:49.097],80520,42100,105420,38308,108620,44928,160900,44749
1015,[08:49:49.157],86924,43650,105830,41308,111470,44901,155170,44534
1016,[08:49:49.218],89500,44297,104450,43809,99021,45350,165430,44568
1017,[08:49:49.277],82119,43432,96939,44053,100760,40749,160450,40831
1018,[08:49:49.338],89360,40231,105020,45921,101680,44327,159920,44908
1019,[08:49:49.397],89146,40612,95816,44102,91250,41815,155610,43893
1020,[08:49:49.457],78786,43501,99242,44489,93974,43508,157040,43823
1021,[08:49:49.517],91890,46284,110270,40377,106700,43370,160690,42431
1022,[08:49:49.577],80750,46525,106830,44382,108840,44023,164480,44884
1023,[08:49:49.637],89224,43817,90824,42412,103150,44534,142420,42499
1024,[08:49:49.697],79619,43195,100070,47041,100840,46704,152870,44293
1025,[08:49:49.757],91229,44889,101110,43749,91781,43987,171570,41459
1026,[08:49:49.817],91338,43816,104060,43734,99374,44511,166060,44914
1027,[08:49:49.878],82070,43663,106630,42279,98877,42644,158140,39717
1028,[08:49:49.938],88711,44928,104380,44559,106390,43081,144140,42417
1029,[08:49:49.997],87660,40668,97427,42613,95888,36404,169590,43652
1030,[08:49:50.058],88602,43039,103460,43464,107660,48064,177870,43378
1031,[08:49:50.117],94200,42334,101560,42981,99778,45662,162610,45598
1032,[08:49:50.177],77513,43580,95287,45427,112340,41812,149210,43505
1033,[08:49:50.237],86686,45920,102060,43965,115960,42666,167870,45073
1034,[08:49:50.297],80942,44719,100810,43607,100410,45505,172460,45924
1035,[08:49:50.358],83518,44814,103890,43283,102950,46650,154360,39453
1036,[08:49:50.417],90721,44945,96891,44834,101350,45929,156040,41233
1037,[08:49:50.478],79363,45166,107490,46161,104740,38515,161390,42805
1038,[08:49:50.538],89694,42021,96213,44999,109050,45038,156130,42072
1039,[08:49:50.598],81943,44787,101770,42247,103890,44035,155640,41142
1040,[08:49:50.657],86169,45473,106740,45480,100560,45371,196300,44859
1041,[08:49:50.717],86277,43806,101490,43193,108350,48245,172620,42831
1042,[08:49:50.777],79220,39993,98246,43050,94369,45756,155430,44410
1043,[08:49:50.837],84766,43599,94691,43379,101940,45318,148340,44321
1044,[08:49:50.898],87880,44864,108450,40822,104860,43971,160300,44073
1045,[08:49:50.958],91168,43226,100570,44051,103330,44815,148950,43404
1046,[08:49:51.017],84165,44894,102290,44188,103870,44285,157240,43595
1047,[08:49:51.077],82744,46047,112100,46957,100660,44621,151610,44068
1048,[08:49:51.138],85458,44222,115240,42691,92621,42434,153850,43371
1049,[08:49:51.198],85119,39390,101790,41092,107780,46663,146770,43960
1050,[08:49:51.258],90470,42184,105460,45040,107860,44611,174040,38918
1051,[08:49:51.318],74816,43295,99088,46343,98219,45910,168400,43644
1052,[08:49:51.378],90316,40719,103100,44290,100070,46463,148110,42864
1053,[08:49:51.438],96830,45926,102160,41452,93968,45536,163440,43020
1054,[08:49:51.498],87924,44172,114290,44033,101010,45381,149100,44156
1055,[08:49:51.558],90742,39812,107510,41260,107550,44522,143090,45365
1056,[08:49:51.618],90945,41838,91176,43249,99245,44602,153820,44234
1057,[08:49:51.678],84904,44179,101390,44022,97252,43883,164780,43498
1058,[08:49:51.738],92871,45050,106910,44590,96088,45183,171700,44327
1059,[08:49:51.798],84950,43555,98490,42310,95257,45064,173970,37531
1060,[08:49:51.858],90006,45815,107240,45214,94882,46361,170410,42736
1061,[08:49:51.918],92079,42729,102920,46133,104420,45036,167620,45281
1062,[08:49:51.978],91310,45680,102450,40754,100680,44193,178350,44003
1063,[08:49:52.038],94854,44064,93870,45581,96382,43907,164330,44634
1064,[08:49:52.099],98789,44491,107350,44993,80850,44125,148690,45199
1065,[08:49:52.158],84330,44833,98062,44918,105670,43381,161850,40986
1066,[08:49:52.218],85567,44763,95258,45457,90754,41550,161860,44362
1067,[08:49:52.278],74080,40575,99733,44085,91594,42549,156840,44222
1068,[08:49:52.338],72397,44859,94100,44555,107750,43252,161270,37961
1069,[08:49:52.398],89744,42512,105070,44540,111550,46015,171680,46125
1070,[08:49:52.458],86928,45000,110110,44151,107470,43366,154460,43445
1071,[08:49:52.518],79120,43451,91774,43235,108990,44609,170060,43065
1072,[08:49:52.578],88474,46097,97242,44412,96050,44263,142050,41634
1073,[08:49:52.638],80563,41835,105510,42680,101300,44981,145380,44027
1074,[08:49:52.698],84763,39642,94803,43803,113750,43868,157890,44501
1075,[08:49:52.760],94776,47499,107000,42892,97487,45106,152240,43992
1076,[08:49:52.818],91333,39696,96264,42826,105310,46604,144180,43052
1077,[08:49:52.878],94325,41272,99291,43782,102150,43997,158970,46640
1078,[08:49:52.938],88311,43788,102470,43167,88997,46090,169830,44421
1079,[08:49:52.998],81254,44147,101850,43975,103220,44685,160570,39853
1080,[08:49:53.058],85981,44302,109400,46008,96228,45671,161880,44413
1081,[08:49:53.118],89942,45539,109710,44751,107060,39366,170280,42677
1082,[08:49:53.178],84634,43794,112090,45982,103940,42550,147070,43720
1083,[08:49:53.238],97018,44610,118930,44444,99284,45788,170380,45242
1084,[08:49:53.298],87860,39955,93335,44586,99404,40053,178070,44874
1085,[08:49:53.358],91238,42080,113990,44388,98328,42102,156470,41464
1086,[08:49:53.418],96498,43597,98223,45375,119400,44254,172680,43598
1087,[08:49:53.478],85675,41942,103240,43270,99212,41635,147400,44857
1088,[08:49:53.538],86456,45842,103900,41788,114250,44879,162380,45333
1089,[08:49:53.599],83240,44371,111150,45522,97252,44590,172280,41880
1090,[08:49:53.658],94888,42272,108770,45829,106750,44076,177060,44767
1091,[08:49:53.718],75740,45260,109890,42299,108060,44166,157690,40746
1092,[08:49:53.778],86099,46117,97984,43437,103310,45489,176860,43242
1093,[08:49:53.838],90824,44749,104920,44813,101820,45684,155130,44154
1094,[08:49:53.898],88200,46852,108560,45486,108260,44402,163760,44417
1095,[08:49:53.958],78137,43679,94076,42348,104850,45323,151270,43652
1096,[08:49:54.018],74254,43810,102220,42411,98030,41749,170220,45097
1097,[08:49:54.078],90545,45774,80884,41234,109270,42393,164380,44052
1098,[08:49:54.139],79036,36702,108310,45715,105780,45461,138340,43030
1099,[08:49:54.198],83812,44633,109430,43716,104310,46095,162290,43242
1100,[08:49:54.258],84636,46941,111070,42379,102320,42600,162450,43827
1101,[08:49:54.318],85001,44817,101360,44110,106510,41357,170830,44189
1102,[08:49:54.379],91652,45790,110180,44571,105290,43983,165580,44250
1103,[08:49:54.438],94670,42966,109550,44225,106290,42303,153310,44880
1104,[08:49:54.498],84487,41933,109460,44019,98899,43584,173830,42404
1105,[08:49:54.558],83049,42737,107350,44824,102680,41373,168080,46263
1106,[08:49:54.618],79740,41523,112460,42036,95483,42820,150090,45600
1107,[08:49:54.678],82437,36486,100880,35648,106020,47463,150080,43031
1108,[08:49:54.738],95064,41325,109110,42315,103940,44486,169810,42427
1109,[08:49:54.799],82364,45400,110380,45598,89839,36535,144010,45927
1110,[08:49:54.858],77684,44170,105020,45119,91740,44857,154630,40695
1111,[08:49:54.918],87186,43011,104900,42257,92217,46219,165250,43606
1112,[08:49:54.978],87308,42964,97806,46545,101210,45783,156850,44095
1113,[08:49:55.039],91035,44863,107250,41940,113090,43825,157770,43392
1114,[08:49:55.099],81881,46298,102420,41920,104770,43164,170750,38590
1115,[08:49:55.158],89977,46800,114260,43036,105600,42899,166880,41967
1116,[08:49:55.218],81543,38332,107070,45181,103800,44181,134950,43109
